date,cost
2024-12-18 16:10:49.388132,406.5154744065693
2024-12-19 16:10:49.388132,334.98513744905324
2024-12-20 16:10:49.388132,295.935024334281
2024-12-21 16:10:49.388132,364.4856865226209
2024-12-22 16:10:49.388132,353.1629535805813
2024-12-23 16:10:49.388132,380.4972860881931
2024-12-24 16:10:49.388132,387.5656593313108
2024-12-25 16:10:49.388132,343.12280247445733
2024-12-26 16:10:49.388132,317.1078378715356
2024-12-27 16:10:49.388132,318.0030760466008
2024-12-28 16:10:49.388132,320.0298511820788
2024-12-29 16:10:49.388132,362.56021772766246
2024-12-30 16:10:49.388132,345.3130746163893
2024-12-31 16:10:49.388132,414.07182533722823
2025-01-01 16:10:49.388132,312.27688511977857
2025-01-02 16:10:49.388132,348.1288436933681
2025-01-03 16:10:49.388132,348.6259613365219
2025-01-04 16:10:49.388132,361.12267110074094
2025-01-05 16:10:49.388132,331.3675477219321
2025-01-06 16:10:49.388132,381.0051178566252
2025-01-07 16:10:49.388132,409.2948141397109
2025-01-08 16:10:49.388132,350.37544527293625
2025-01-09 16:10:49.388132,356.92921009621796
2025-01-10 16:10:49.388132,290.22081141707605
2025-01-11 16:10:49.388132,321.1687237375295
2025-01-12 16:10:49.388132,289.79323358437966
2025-01-13 16:10:49.388132,418.5517794377757
2025-01-14 16:10:49.388132,394.65287730390475
2025-01-15 16:10:49.388132,329.05153374834737
2025-01-16 16:10:49.388132,441.693253723334
2025-01-17 16:10:49.388132,313.541695043527
2025-01-18 16:10:49.388132,447.7071512642557
2025-01-19 16:10:49.388132,336.49962925806
2025-01-20 16:10:49.388132,338.524004324086
2025-01-21 16:10:49.388132,307.44210096514104
2025-01-22 16:10:49.388132,313.0909168751142
2025-01-23 16:10:49.388132,306.43577456249307
2025-01-24 16:10:49.388132,278.707101911981
2025-01-25 16:10:49.388132,336.68504393625744
2025-01-26 16:10:49.388132,295.87191286127927
2025-01-27 16:10:49.388132,351.95311370094225
2025-01-28 16:10:49.388132,349.54265968893026
2025-01-29 16:10:49.388132,364.50898621698633
2025-01-30 16:10:49.388132,311.86795761500474
2025-01-31 16:10:49.388132,303.3370372710351
2025-02-01 16:10:49.388132,330.3469066828443
2025-02-02 16:10:49.388132,292.42168742841955
2025-02-03 16:10:49.388132,338.40018596810944
2025-02-04 16:10:49.388132,356.82916328887393
2025-02-05 16:10:49.388132,348.2174581594926
2025-02-06 16:10:49.388132,285.7884072768334
2025-02-07 16:10:49.388132,327.62578437938305
2025-02-08 16:10:49.388132,362.4864054197107
2025-02-09 16:10:49.388132,311.03529646006973
2025-02-10 16:10:49.388132,326.4463571081455
2025-02-11 16:10:49.388132,352.59834317461974
2025-02-12 16:10:49.388132,333.4726640371691
2025-02-13 16:10:49.388132,321.17046772505853
2025-02-14 16:10:49.388132,263.4470665660663
2025-02-15 16:10:49.388132,308.38124501723286
2025-02-16 16:10:49.388132,306.2998221771993
2025-02-17 16:10:49.388132,318.33161201596954
2025-02-18 16:10:49.388132,282.6935456747173
2025-02-19 16:10:49.388132,301.60457549792864
2025-02-20 16:10:49.388132,306.0125140546492
2025-02-21 16:10:49.388132,263.1534193391147
2025-02-22 16:10:49.388132,278.00960395232045
2025-02-23 16:10:49.388132,227.25250528723143
2025-02-24 16:10:49.388132,436.8236396159216
2025-02-25 16:10:49.388132,290.55448991251166
2025-02-26 16:10:49.388132,291.32737130113753
2025-02-27 16:10:49.388132,318.57589076690556
2025-02-28 16:10:49.388132,296.1917740259201
2025-03-01 16:10:49.388132,259.53213587242993
2025-03-02 16:10:49.388132,297.08709207294714
2025-03-03 16:10:49.388132,330.870347403461
2025-03-04 16:10:49.388132,316.44202867851095
2025-03-05 16:10:49.388132,329.7387911470509
2025-03-06 16:10:49.388132,398.89531424440577
2025-03-07 16:10:49.388132,328.4787990951079
2025-03-08 16:10:49.388132,321.7413349354639
2025-03-09 16:10:49.388132,346.94635281443993
2025-03-10 16:10:49.388132,447.57293751291786
2025-03-11 16:10:49.388132,342.49921558962563
2025-03-12 16:10:49.388132,339.749537274459
2025-03-13 16:10:49.388132,348.11282874683695
2025-03-14 16:10:49.388132,284.56878867851816
2025-03-15 16:10:49.388132,303.95622985222974
2025-03-16 16:10:49.388132,330.4239218707014
2025-03-17 16:10:49.388132,324.91256493679936
2025-03-18 16:10:49.388132,417.1373914373677
2025-03-19 16:10:49.388132,303.0020889093666
2025-03-20 16:10:49.388132,250.00851904030384
2025-03-21 16:10:49.388132,242.71472688372958
2025-03-22 16:10:49.388132,254.72703453831159
2025-03-23 16:10:49.388132,241.86632914799821
2025-03-24 16:10:49.388132,275.76957355043936
2025-03-25 16:10:49.388132,295.6020699283722
2025-03-26 16:10:49.388132,259.121908494001
2025-03-27 16:10:49.388132,253.00326280522646
2025-03-28 16:10:49.388132,202.85269799964564
2025-03-29 16:10:49.388132,264.2585648765164
2025-03-30 16:10:49.388132,273.60741227614426
2025-03-31 16:10:49.388132,306.74693456579365
2025-04-01 16:10:49.388132,304.2455007189117
2025-04-02 16:10:49.388132,253.00884038138315
2025-04-03 16:10:49.388132,331.68425090850485
2025-04-04 16:10:49.388132,254.09321405455597
2025-04-05 16:10:49.388132,316.6592195129916
2025-04-06 16:10:49.388132,289.1530827680248
2025-04-07 16:10:49.388132,281.6452097883764
2025-04-08 16:10:49.388132,371.85629995590256
2025-04-09 16:10:49.388132,320.3287383303567
2025-04-10 16:10:49.388132,272.64681267278456
2025-04-11 16:10:49.388132,245.3177240035362
2025-04-12 16:10:49.388132,270.3203114588324
2025-04-13 16:10:49.388132,304.838320489116
2025-04-14 16:10:49.388132,250.7144772318829
2025-04-15 16:10:49.388132,286.75651176170595
2025-04-16 16:10:49.388132,315.77271731952817
2025-04-17 16:10:49.388132,261.5741447243395
2025-04-18 16:10:49.388132,360.51713773387576
2025-04-19 16:10:49.388132,274.157331015381
2025-04-20 16:10:49.388132,290.168834570438
2025-04-21 16:10:49.388132,297.50036583840324
2025-04-22 16:10:49.388132,310.31105970437085
2025-04-23 16:10:49.388132,254.3029629522053
2025-04-24 16:10:49.388132,203.68986078331008
2025-04-25 16:10:49.388132,275.30504452280263
2025-04-26 16:10:49.388132,219.08822220444816
2025-04-27 16:10:49.388132,257.35678662113287
2025-04-28 16:10:49.388132,260.6541778658819
2025-04-29 16:10:49.388132,317.82792203875147
2025-04-30 16:10:49.388132,318.51772258950473
2025-05-01 16:10:49.388132,290.99865206649105
2025-05-02 16:10:49.388132,240.51520050834785
2025-05-03 16:10:49.388132,264.58019330169066
2025-05-04 16:10:49.388132,296.21072515101804
2025-05-05 16:10:49.388132,302.35226542057677
2025-05-06 16:10:49.388132,352.77350821911057
2025-05-07 16:10:49.388132,307.4176297891082
2025-05-08 16:10:49.388132,282.1988672349262
2025-05-09 16:10:49.388132,263.21991192241336
2025-05-10 16:10:49.388132,282.31726425778106
2025-05-11 16:10:49.388132,265.81443292677085
2025-05-12 16:10:49.388132,313.1357852075921
2025-05-13 16:10:49.388132,318.47593014846984
2025-05-14 16:10:49.388132,357.38659797604964
2025-05-15 16:10:49.388132,289.27298788015224
2025-05-16 16:10:49.388132,304.8509659774468
2025-05-17 16:10:49.388132,289.13202318267514
2025-05-18 16:10:49.388132,311.36225432350346
2025-05-19 16:10:49.388132,288.92426829751685
2025-05-20 16:10:49.388132,438.39201461115573
2025-05-21 16:10:49.388132,285.08884549457406
2025-05-22 16:10:49.388132,253.69644070523134
2025-05-23 16:10:49.388132,257.5897955268823
2025-05-24 16:10:49.388132,220.0737329637849
2025-05-25 16:10:49.388132,300.8786646180534
2025-05-26 16:10:49.388132,279.95331467024727
2025-05-27 16:10:49.388132,287.0170012303695
2025-05-28 16:10:49.388132,260.97268024611196
2025-05-29 16:10:49.388132,273.3374999873094
2025-05-30 16:10:49.388132,236.182105987862
2025-05-31 16:10:49.388132,287.4969640970639
2025-06-01 16:10:49.388132,281.58794220451546
2025-06-02 16:10:49.388132,306.7786778938103
2025-06-03 16:10:49.388132,445.65007919688105
2025-06-04 16:10:49.388132,368.51822825000295
2025-06-05 16:10:49.388132,304.79534012738657
2025-06-06 16:10:49.388132,292.43533168912177
2025-06-07 16:10:49.388132,288.6956564047172
2025-06-08 16:10:49.388132,317.22056234637193
2025-06-09 16:10:49.388132,309.833147619217
2025-06-10 16:10:49.388132,322.1100846587638
2025-06-11 16:10:49.388132,354.141036953356
2025-06-12 16:10:49.388132,314.59212470484704
2025-06-13 16:10:49.388132,284.62781987816845
2025-06-14 16:10:49.388132,284.61157320942095
2025-06-15 16:10:49.388132,324.7809355921234
2025-06-16 16:10:49.388132,301.2574296134393
2025-06-17 16:10:49.388132,314.97756713196225
2025-06-18 16:10:49.388132,339.12684897128105
2025-06-19 16:10:49.388132,265.29612542035414
2025-06-20 16:10:49.388132,295.02445265683343
2025-06-21 16:10:49.388132,282.99537863721883
2025-06-22 16:10:49.388132,278.9175268592541
2025-06-23 16:10:49.388132,330.101834380407
2025-06-24 16:10:49.388132,315.58960713409334
2025-06-25 16:10:49.388132,271.8124172671213
2025-06-26 16:10:49.388132,271.4551315487282
2025-06-27 16:10:49.388132,304.91342145322966
2025-06-28 16:10:49.388132,262.02884352781064
2025-06-29 16:10:49.388132,285.6254146369958
2025-06-30 16:10:49.388132,350.8604581444606
2025-07-01 16:10:49.388132,341.8851856151397
2025-07-02 16:10:49.388132,340.829166976489
2025-07-03 16:10:49.388132,270.5577791012222
2025-07-04 16:10:49.388132,303.3944660758584
2025-07-05 16:10:49.388132,341.7182899721033
2025-07-06 16:10:49.388132,315.70404845761647
2025-07-07 16:10:49.388132,355.47932796860977
2025-07-08 16:10:49.388132,321.469885938841
2025-07-09 16:10:49.388132,323.64116792653226
2025-07-10 16:10:49.388132,348.73879832072504
2025-07-11 16:10:49.388132,314.9956797244524
2025-07-12 16:10:49.388132,344.7573089545678
2025-07-13 16:10:49.388132,446.42183307990257
2025-07-14 16:10:49.388132,302.67629730001096
2025-07-15 16:10:49.388132,294.2079435478661
2025-07-16 16:10:49.388132,306.3724479378491
2025-07-17 16:10:49.388132,304.2391476356924
2025-07-18 16:10:49.388132,365.8711698275339
2025-07-19 16:10:49.388132,353.5348213646732
2025-07-20 16:10:49.388132,353.63323306884695
2025-07-21 16:10:49.388132,334.31842016002304
2025-07-22 16:10:49.388132,334.8063585524907
2025-07-23 16:10:49.388132,328.2507404615027
2025-07-24 16:10:49.388132,337.97293529853386
2025-07-25 16:10:49.388132,314.3294816853771
2025-07-26 16:10:49.388132,311.39839170379935
2025-07-27 16:10:49.388132,329.8892588453881
2025-07-28 16:10:49.388132,336.58321371965167
2025-07-29 16:10:49.388132,343.363619501839
2025-07-30 16:10:49.388132,366.8831363466121
2025-07-31 16:10:49.388132,359.0560519976308
2025-08-01 16:10:49.388132,278.188798736309
2025-08-02 16:10:49.388132,460.640378834719
2025-08-03 16:10:49.388132,368.06114988108965
2025-08-04 16:10:49.388132,388.4805229550066
